α_1_re,α_2_re,α_3_re,α_4_re,s,N
0.0,0.0,0.0,1.0,0.2375947412480084,0.0
0.0,1.0,0.0,0.0,0.35351732728562757,0.0
0.0,1.0,0.0,0.0,0.1450870618977943,0.0
0.0,0.0,0.0,1.0,0.7589642222929883,0.0
1.0,0.0,0.0,0.0,0.49065257391841033,0.0
1.0,0.0,0.0,0.0,0.7774424166285139,0.0
0.9999999999999999,0.0,0.0,0.0,0.76180296987839,0.0
0.0,0.0,1.0,0.0,0.05354646780094929,0.0
0.0,0.0,1.0,0.0,0.6546002093885618,0.0
0.0,0.0,1.0,0.0,0.32128383707085195,0.0
0.0,1.0,0.0,0.0,0.09005341925407062,0.0
1.0,0.0,0.0,0.0,0.5227232584202279,0.0
0.0,0.9999999999999999,0.0,0.0,0.5204003976387936,0.0
0.0,0.0,1.0,0.0,0.9954767064298411,0.0
0.0,0.0,1.0,0.0,0.18647642751095217,0.0
0.0,0.0,0.0,1.0,0.6513562037914915,0.0
0.0,1.0,0.0,0.0,0.5515321648221525,0.0
1.0,0.0,0.0,0.0,0.804612622170398,0.0
0.0,1.0,0.0,0.0,0.6041473059235007,0.0
0.0,0.0,0.0,1.0,0.453076477696265,0.0
0.0,0.0,0.0,1.0,0.1781127991512622,0.0
0.0,1.0,0.0,0.0,0.32872431144028413,0.0
0.0,0.0,0.0,1.0,0.3076675483778788,0.0
0.0,0.0,0.0,1.0,0.7779055338733295,0.0
0.0,0.0,0.0,0.9999999999999999,0.21728455955705683,0.0
0.0,1.0,0.0,0.0,0.9711094338566097,0.0
0.0,0.0,1.0,0.0,0.07620681850421662,0.0
0.0,0.0,0.0,1.0,0.19853162040722727,0.0
0.9999999999999999,0.0,0.0,0.0,0.8928339533492748,0.0
0.0,1.0,0.0,0.0,0.9051856101640082,0.0
0.0,0.0,0.0,1.0,0.9455072244398723,0.0
1.0,0.0,0.0,0.0,0.9199296431437292,0.0
0.0,0.0,0.0,1.0,0.9862322276829735,0.0
1.0,0.0,0.0,0.0,0.18311825430960516,0.0
0.0,0.0,1.0,0.0,0.4254396701492311,0.0
0.0,0.0,1.0,0.0,0.18882895641193098,0.0
0.0,1.0,0.0,0.0,0.45795635452038674,0.0
1.0,0.0,0.0,0.0,0.35044818819106094,0.0
0.0,0.0,0.0,1.0,0.3415993012606925,0.0
0.0,1.0,0.0,0.0,0.29609749003157304,0.0
0.0,0.0,0.0,1.0,0.4592040185913383,0.0
0.0,0.0,0.0,1.0,0.138357418455215,0.0
1.0,0.0,0.0,0.0,0.32560406330893144,0.0
0.0,1.0,0.0,0.0,0.10443495136899561,0.0
0.0,0.0,0.0,1.0,0.6550401371965425,0.0
0.0,1.0,0.0,0.0,0.019958226234518817,0.0
1.0,0.0,0.0,0.0,0.9596702890591702,0.0
0.0,1.0,0.0,0.0,0.35214545360995797,0.0
0.0,0.0,0.0,1.0,0.4507065822081554,0.0
0.0,0.0,0.0,1.0,0.7786246272735572,0.0
0.0,1.0,0.0,0.0,0.10554413626985992,0.0
0.0,0.0,1.0,0.0,0.06558024266388374,0.0
1.0,0.0,0.0,0.0,0.3400596469763668,0.0
0.0,1.0,0.0,0.0,0.5032551303224486,0.0
0.0,0.0,0.0,1.0,0.5890396261924116,0.0
0.0,0.0,1.0,0.0,0.031570151837584826,0.0
0.0,0.0,0.0,0.9999999999999999,0.40928340666941565,0.0
0.0,1.0,0.0,0.0,0.2057406862760216,0.0
0.0,0.0,1.0,0.0,0.5754125937717248,0.0
0.0,0.0,1.0,0.0,0.9433819534419432,0.0
0.0,0.0,0.9999999999999999,0.0,0.8699482365069174,0.0
0.0,1.0,0.0,0.0,0.727458183295954,0.0
0.0,0.0,1.0,0.0,0.12298394648769406,0.0
0.0,0.9999999999999999,0.0,0.0,0.09498784252524173,0.0
0.0,0.0,0.0,0.9999999999999999,0.9010008190500008,0.0
0.0,0.0,1.0,0.0,0.9576838842374082,0.0
1.0,0.0,0.0,0.0,0.6319309239719092,0.0
0.9999999999999999,0.0,0.0,0.0,0.27075035364093236,0.0
0.0,0.0,0.0,0.9999999999999999,0.4573148794908696,0.0
1.0,0.0,0.0,0.0,0.4952393786250625,0.0
0.0,0.0,1.0,0.0,0.8588235886092309,0.0
1.0,0.0,0.0,0.0,0.4763714310466185,0.0
0.0,1.0,0.0,0.0,0.5044322671264057,0.0
0.0,1.0,0.0,0.0,0.582992560669941,0.0
0.0,1.0,0.0,0.0,0.0061701833310252585,0.0
1.0,0.0,0.0,0.0,0.7886470314319317,0.0
0.0,0.0,1.0,0.0,0.8575302989340933,0.0
0.0,0.0,0.0,0.9999999999999999,0.9367221923014984,0.0
0.0,0.0,1.0,0.0,0.3997641490250541,0.0
0.0,1.0,0.0,0.0,0.6016292180489501,0.0
1.0,0.0,0.0,0.0,0.00039196748724379393,0.0
1.0,0.0,0.0,0.0,0.5394774968808496,0.0
1.0,0.0,0.0,0.0,0.1738649375872302,0.0
0.0,1.0,0.0,0.0,0.8336055983090339,0.0
1.0,0.0,0.0,0.0,0.700620904569506,0.0
0.0,1.0,0.0,0.0,0.12085589101855443,0.0
0.0,1.0,0.0,0.0,0.6246579316207123,0.0
1.0,0.0,0.0,0.0,0.3020069773180988,0.0
0.0,0.0,1.0,0.0,0.7967555057521828,0.0
0.0,0.9999999999999999,0.0,0.0,0.9895109068543342,0.0
0.0,1.0,0.0,0.0,0.2996999047002259,0.0
0.0,0.0,1.0,0.0,0.8019092051070436,0.0
0.0,0.0,1.0,0.0,0.3784528918207075,0.0
0.0,1.0,0.0,0.0,0.9699785591657275,0.0
1.0,0.0,0.0,0.0,0.7873985701776071,0.0
0.0,0.0,0.0,0.9999999999999999,0.7390624407016769,0.0
0.9999999999999999,0.0,0.0,0.0,0.710430451540453,0.0
0.0,0.0,0.0,1.0,0.4884028333175081,0.0
0.0,0.0,0.0,1.0,0.45726553960828764,0.0
0.9999999999999999,0.0,0.0,0.0,0.4703245021537795,0.0
0.0,0.0,1.0,0.0,0.0679480377783056,0.0
0.0,0.0,0.0,0.9999999999999999,0.7226636141338157,0.0
0.0,0.0,1.0,0.0,0.827800281483602,0.0
1.0,0.0,0.0,0.0,0.6563049542076066,0.0
0.0,1.0,0.0,0.0,0.7147805086130602,0.0
0.0,0.0,0.0,1.0,0.6368071399213218,0.0
0.0,0.0,1.0,0.0,0.45679923755322394,0.0
0.0,1.0,0.0,0.0,0.5749576295504021,0.0
0.0,1.0,0.0,0.0,0.877611507104851,0.0
0.0,0.0,1.0,0.0,0.19335218453625336,0.0
1.0,0.0,0.0,0.0,0.37640198275944303,0.0
0.0,0.0,1.0,0.0,0.3094584203779769,0.0
0.0,0.0,1.0,0.0,0.6692011764714955,0.0
0.0,0.0,1.0,0.0,0.5096721932792531,0.0
1.0,0.0,0.0,0.0,0.4804571972667804,0.0
1.0,0.0,0.0,0.0,0.04393543279104217,0.0
0.0,1.0,0.0,0.0,0.22865819178037383,0.0
1.0,0.0,0.0,0.0,0.25378998275507814,0.0
0.0,0.0,0.0,1.0,0.0191536457083038,0.0
0.0,0.0,0.0,0.9999999999999999,0.7467128947216609,0.0
0.0,0.0,0.0,1.0,0.5294818131890335,0.0
0.0,0.0,0.0,1.0,0.2634251867759494,0.0
1.0,0.0,0.0,0.0,0.9765615838654834,0.0
0.0,0.0,0.0,0.9999999999999999,0.7751752732541857,0.0
1.0,0.0,0.0,0.0,0.8844265808271747,0.0
0.0,0.0,0.0,0.9999999999999999,0.3798517316877552,0.0
0.0,0.0,1.0,0.0,0.47948417070158944,0.0
0.0,0.0,1.0,0.0,0.4837151526714818,0.0
1.0,0.0,0.0,0.0,0.45694857900637487,0.0
1.0,0.0,0.0,0.0,0.35650348061900783,0.0
0.0,0.0,1.0,0.0,0.6302673800014919,0.0
0.0,1.0,0.0,0.0,0.11099139572408145,0.0
0.0,1.0,0.0,0.0,0.5985746984888917,0.0
0.0,0.0,0.0,1.0,0.45896847285485853,0.0
0.0,0.0,1.0,0.0,0.7584351335853066,0.0
0.0,0.0,0.0,1.0,0.05064654101367949,0.0
0.0,0.0,0.0,1.0,0.5828541171393475,0.0
0.0,1.0,0.0,0.0,0.2172038208074687,0.0
1.0,0.0,0.0,0.0,0.3169181351407985,0.0
0.0,0.0,0.0,1.0,0.5320842268167304,0.0
0.0,1.0,0.0,0.0,0.9835026115228546,0.0
0.0,0.0,0.0,1.0,0.13290063811848352,0.0
0.0,1.0,0.0,0.0,0.09291373610121068,0.0
0.0,1.0,0.0,0.0,0.8720841509324718,0.0
0.0,0.0,0.0,0.9999999999999999,0.8624227590137473,0.0
0.0,1.0,0.0,0.0,0.9574243430629732,0.0
0.9999999999999999,0.0,0.0,0.0,0.7822536068764997,0.0
0.0,0.0,1.0,0.0,0.7017758474098739,0.0
0.9999999999999999,0.0,0.0,0.0,0.29866977619892243,0.0
0.9999999999999999,0.0,0.0,0.0,0.03962642913414738,0.0
0.0,0.0,0.0,1.0,0.004104634696507126,0.0
0.0,1.0,0.0,0.0,0.46875246452760444,0.0
0.0,0.0,1.0,0.0,0.013532662404228235,0.0
0.0,1.0,0.0,0.0,0.39972007223294237,0.0
0.0,0.0,0.0,1.0,0.15309559824607444,0.0
0.0,0.0,1.0,0.0,0.5178182311498776,0.0
0.0,0.0,1.0,0.0,0.27837056343376276,0.0
1.0,0.0,0.0,0.0,0.8260588612971111,0.0
1.0,0.0,0.0,0.0,0.8903539394819949,0.0
0.0,1.0,0.0,0.0,0.2657021398720002,0.0
1.0,0.0,0.0,0.0,0.9724864020383505,0.0
0.0,0.0,0.0,1.0,0.7004706204287647,0.0
0.0,1.0,0.0,0.0,0.8208605946149599,0.0
0.0,1.0,0.0,0.0,0.10515161732234035,0.0
0.0,1.0,0.0,0.0,0.4908834531475359,0.0
0.0,0.0,1.0,0.0,0.44952954173952775,0.0
0.0,0.0,0.9999999999999999,0.0,0.5301682359041695,0.0
0.0,1.0,0.0,0.0,0.12800600734011836,0.0
0.0,0.0,0.0,1.0,0.09662215866928248,0.0
0.0,0.0,1.0,0.0,0.10205723373693243,0.0
1.0,0.0,0.0,0.0,0.3414873736900933,0.0
0.0,0.0,0.0,0.9999999999999999,0.8681240651313779,0.0
0.0,0.0,1.0,0.0,0.8427464866124039,0.0
0.0,1.0,0.0,0.0,0.2522087002793346,0.0
0.0,0.0,1.0,0.0,0.22473915371479825,0.0
0.0,0.0,0.0,1.0,0.25594658905787115,0.0
0.0,0.0,0.0,1.0,0.29895715602936546,0.0
0.0,0.0,1.0,0.0,0.26532421831842334,0.0
0.0,0.0,1.0,0.0,0.09184196875156891,0.0
0.0,0.0,1.0,0.0,0.9492553101760406,0.0
1.0,0.0,0.0,0.0,0.7278431964935768,0.0
0.0,1.0,0.0,0.0,0.993779261661512,0.0
1.0,0.0,0.0,0.0,0.6544667293975769,0.0
0.0,0.0,0.0,1.0,0.27564279725139174,0.0
1.0,0.0,0.0,0.0,0.27440979631977036,0.0
1.0,0.0,0.0,0.0,0.5875147389571357,0.0
1.0,0.0,0.0,0.0,0.5702620328952133,0.0
0.0,0.0,0.0,1.0,0.8608351874395364,0.0
0.0,1.0,0.0,0.0,0.9747539223455994,0.0
0.0,0.0,0.0,1.0,0.10760332183959431,0.0
1.0,0.0,0.0,0.0,0.5941629037921858,0.0
1.0,0.0,0.0,0.0,0.4320168648526377,0.0
0.0,0.0,0.0,1.0,0.9546452437663294,0.0
1.0,0.0,0.0,0.0,0.35733768172508784,0.0
1.0,0.0,0.0,0.0,0.2128774802571568,0.0
0.0,0.0,1.0,0.0,0.7674270662639615,0.0
0.0,0.0,1.0,0.0,0.8383468596974741,0.0
0.9999999999999999,0.0,0.0,0.0,0.2677219486879626,0.0
0.0,0.0,0.0,1.0,0.23593138176770656,0.0
0.0,1.0,0.0,0.0,0.8098705212273735,0.0
0.0,1.0,0.0,0.0,0.833895623238331,0.0
1.0,0.0,0.0,0.0,0.6386640010783121,0.0
1.0,0.0,0.0,0.0,0.5335949022807395,0.0
1.0,0.0,0.0,0.0,0.27465506431617115,0.0
0.0,1.0,0.0,0.0,0.5840136924558004,0.0
0.0,0.0,1.0,0.0,0.6301980920009165,0.0
0.0,0.0,1.0,0.0,0.9786617822105707,0.0
1.0,0.0,0.0,0.0,0.5862407787356474,0.0
0.0,0.0,1.0,0.0,0.5161057338574432,0.0
0.9999999999999999,0.0,0.0,0.0,0.5174864778972378,0.0
0.0,0.0,1.0,0.0,0.6575145298368162,0.0
1.0,0.0,0.0,0.0,0.1974715919445833,0.0
1.0,0.0,0.0,0.0,0.2061878205777291,0.0
0.0,0.0,0.0,1.0,0.3782191298569182,0.0
0.0,0.0,1.0,0.0,0.382969002503753,0.0
0.0,0.0,0.0,1.0,0.9016965620576233,0.0
0.0,1.0,0.0,0.0,0.7531432166037583,0.0
0.0,0.0,0.0,1.0,0.47431582365733804,0.0
1.0,0.0,0.0,0.0,0.00032263536385956915,0.0
0.0,0.0,0.0,1.0,0.09114297644483871,0.0
0.0,0.9999999999999999,0.0,0.0,0.040377950133154816,0.0
1.0,0.0,0.0,0.0,0.38286208485459394,0.0
1.0,0.0,0.0,0.0,0.46117099009837403,0.0
0.0,0.0,1.0,0.0,0.5209400587962028,0.0
0.0,0.0,1.0,0.0,0.20525751388170765,0.0
0.0,0.0,1.0,0.0,0.31795850941195836,0.0
0.0,0.0,0.0,1.0,0.9083002713606027,0.0
0.0,0.0,0.0,1.0,0.6267777544124664,0.0
0.0,0.0,1.0,0.0,0.7911456752062456,0.0
0.0,0.0,0.0,0.9999999999999999,0.36559455758082304,0.0
1.0,0.0,0.0,0.0,0.31186296842395866,0.0
0.0,0.0,0.0,1.0,0.3634567997752023,0.0
0.9999999999999999,0.0,0.0,0.0,0.023632150435649146,0.0
1.0,0.0,0.0,0.0,0.5169350096781263,0.0
0.0,0.0,0.0,1.0,0.011643016056411604,0.0
0.0,0.0,1.0,0.0,0.009100714333603599,0.0
0.0,0.0,0.0,1.0,0.4008132860090745,0.0
1.0,0.0,0.0,0.0,0.6199931109144536,0.0
0.0,0.0,1.0,0.0,0.9514652649469307,0.0
0.0,1.0,0.0,0.0,0.13435150617194702,0.0
1.0,0.0,0.0,0.0,0.17710205559694114,0.0
0.0,1.0,0.0,0.0,0.5565045764494658,0.0
0.9999999999999999,0.0,0.0,0.0,0.7207184742259581,0.0
0.0,1.0,0.0,0.0,0.1915938854108118,0.0
0.0,0.0,1.0,0.0,0.3850203808989727,0.0
0.0,1.0,0.0,0.0,0.07633807729016395,0.0
0.0,0.0,0.0,1.0,0.502838638343283,0.0
0.0,0.0,0.0,0.9999999999999999,0.033867888616862296,0.0
1.0,0.0,0.0,0.0,0.966528375662339,0.0
0.9999999999999999,0.0,0.0,0.0,0.8977016233439107,0.0
0.0,0.0,0.0,1.0,0.06060520935641811,0.0
0.0,0.0,0.0,1.0,0.04439037004843438,0.0
0.0,1.0,0.0,0.0,0.4850078954022804,0.0
0.0,0.0,0.0,1.0,0.7390203379476287,0.0
0.0,0.0,0.0,1.0,0.3515516302436976,0.0
1.0,0.0,0.0,0.0,0.1422411374358028,0.0
0.0,1.0,0.0,0.0,0.6118192787526106,0.0
0.0,0.0,0.0,1.0,0.21686517185273513,0.0
0.0,0.0,1.0,0.0,0.040210496612909874,0.0
0.0,0.0,0.0,1.0,0.1778229350796522,0.0
0.0,0.0,0.0,1.0,0.6333897596676481,0.0
0.0,0.0,1.0,0.0,0.21747786985633022,0.0
0.0,0.0,1.0,0.0,0.237564998544617,0.0
1.0,0.0,0.0,0.0,0.7974632140514208,0.0
0.9999999999999999,0.0,0.0,0.0,0.11367624254663944,0.0
0.0,0.0,1.0,0.0,0.5582857531657626,0.0
0.0,0.0,1.0,0.0,0.17245534097609283,0.0
0.0,0.0,0.0,1.0,0.15388821490178617,0.0
0.0,0.0,1.0,0.0,0.16467927760976586,0.0
0.0,0.0,1.0,0.0,0.8862299388686724,0.0
0.0,0.0,0.0,1.0,0.8024428325318025,0.0
1.0,0.0,0.0,0.0,0.37505362733876546,0.0
0.0,0.0,0.0,1.0,0.6315341876249949,0.0
0.0,1.0,0.0,0.0,0.3826787950072551,0.0
0.0,0.0,0.0,0.9999999999999999,0.5972356783934644,0.0
0.0,0.0,1.0,0.0,0.3583831631272534,0.0
0.0,0.0,0.0,1.0,0.4125468709075909,0.0
0.0,0.0,0.9999999999999999,0.0,0.4466193965260392,0.0
0.0,0.0,0.0,1.0,0.2818748990506009,0.0
0.0,0.0,0.0,1.0,0.8652359304877096,0.0
0.0,0.0,1.0,0.0,0.3155923198359176,0.0
0.0,1.0,0.0,0.0,0.2559523290867588,0.0
0.0,0.0,1.0,0.0,0.31133233619071476,0.0
0.0,0.9999999999999999,0.0,0.0,0.06838439526544293,0.0
1.0,0.0,0.0,0.0,0.6411196233496173,0.0
1.0,0.0,0.0,0.0,0.10748406544148681,0.0
0.0,0.0,1.0,0.0,0.3056535470403192,0.0
0.0,0.0,1.0,0.0,0.5346403587427804,0.0
0.0,0.0,0.0,1.0,0.18804822815346722,0.0
0.0,0.0,0.0,1.0,0.0043951727898847714,0.0
0.0,1.0,0.0,0.0,0.657150632820138,0.0
0.9999999999999999,0.0,0.0,0.0,0.41188106378715106,0.0
0.0,1.0,0.0,0.0,0.9621380772296518,0.0
0.0,1.0,0.0,0.0,0.6039218577739678,0.0
0.0,0.0,0.9999999999999999,0.0,0.14290211713608703,0.0
0.0,0.0,0.0,1.0,0.22029115017011724,0.0
0.0,1.0,0.0,0.0,0.6055022888573666,0.0
0.0,0.0,0.0,0.9999999999999999,0.5558426198924622,0.0
1.0,0.0,0.0,0.0,0.01658705529047433,0.0
0.0,1.0,0.0,0.0,0.05054396872580014,0.0
1.0,0.0,0.0,0.0,0.2503782065921665,0.0
1.0,0.0,0.0,0.0,0.6654852852846038,0.0
0.0,0.0,0.0,1.0,0.6794514094480512,0.0
0.0,0.0,1.0,0.0,0.15911884614084493,0.0
1.0,0.0,0.0,0.0,0.9779738505300268,0.0
0.0,0.9999999999999999,0.0,0.0,0.43804144490363583,0.0
0.0,0.0,1.0,0.0,0.299311656832014,0.0
0.0,0.0,0.0,1.0,0.6533545093937225,0.0
1.0,0.0,0.0,0.0,0.2298989967427525,0.0
0.0,1.0,0.0,0.0,0.39632928423534974,0.0
0.0,0.0,1.0,0.0,0.2815833243004272,0.0
0.0,0.0,0.0,1.0,0.6807534493260479,0.0
1.0,0.0,0.0,0.0,0.03131454692475144,0.0
0.0,0.0,0.0,1.0,0.17183474124449638,0.0
0.0,0.0,0.0,0.9999999999999999,0.739269153755069,0.0
0.0,0.0,0.0,0.9999999999999999,0.005742150793954459,0.0
0.0,0.0,0.9999999999999999,0.0,0.2571371780746864,0.0
1.0,0.0,0.0,0.0,0.25531955510209414,0.0
1.0,0.0,0.0,0.0,0.9428824433427548,0.0
0.0,0.0,1.0,0.0,0.4796871984524599,0.0
0.0,0.0,0.0,1.0,0.15209561275056327,0.0
0.0,0.0,0.0,1.0,0.7034575276911454,0.0
0.0,0.0,1.0,0.0,0.8159583623801021,0.0
0.0,1.0,0.0,0.0,0.03526513854194491,0.0
1.0,0.0,0.0,0.0,0.7060124331641447,0.0
0.0,1.0,0.0,0.0,0.7515431889665605,0.0
0.0,0.0,1.0,0.0,0.1456780117106552,0.0
0.9999999999999999,0.0,0.0,0.0,0.6242146628943966,0.0
0.0,0.9999999999999999,0.0,0.0,0.8893255157298493,0.0
0.0,0.0,0.0,1.0,0.9141759749952245,0.0
0.0,1.0,0.0,0.0,0.04544523353404162,0.0
0.0,0.0,0.0,1.0,0.8592282983378039,0.0
0.0,1.0,0.0,0.0,0.11654072635944068,0.0
0.0,0.0,0.0,1.0,0.13882667252004832,0.0
0.0,0.0,0.0,1.0,0.8709332696918393,0.0
0.0,0.0,0.0,1.0,0.605763432121476,0.0
0.0,0.0,0.0,1.0,0.765993853690512,0.0
0.0,0.0,0.0,1.0,0.3893967419219634,0.0
0.0,0.0,1.0,0.0,0.8115117132842652,0.0
0.0,0.0,1.0,0.0,0.67495950382969,0.0
0.0,0.0,0.0,1.0,0.4696128357350885,0.0
0.0,0.0,0.9999999999999999,0.0,0.28022368769255357,0.0
0.0,0.0,1.0,0.0,0.8925387032973979,0.0
0.0,0.9999999999999999,0.0,0.0,0.7346004108020086,0.0
0.0,0.0,0.0,1.0,0.6625233302882391,0.0
0.0,1.0,0.0,0.0,0.8335190376054741,0.0
0.0,0.0,0.0,1.0,0.4895890975742856,0.0
0.0,0.0,0.0,1.0,0.04397237735881865,0.0
0.0,0.0,0.0,1.0,0.7255605477721636,0.0
0.0,0.0,1.0,0.0,0.9456134479549521,0.0
1.0,0.0,0.0,0.0,0.12723365944229514,0.0
0.0,0.0,1.0,0.0,0.6629288457664358,0.0
1.0,0.0,0.0,0.0,0.2561636974299605,0.0
0.0,1.0,0.0,0.0,0.6960443657977327,0.0
0.0,0.0,0.0,1.0,0.3220220320402476,0.0
1.0,0.0,0.0,0.0,0.1231902908633854,0.0
1.0,0.0,0.0,0.0,0.9959623975052295,0.0
0.0,0.0,0.0,1.0,0.020840162983464028,0.0
0.0,0.0,0.0,1.0,0.5726957771045036,0.0
0.0,0.0,1.0,0.0,0.2646019530056736,0.0
1.0,0.0,0.0,0.0,0.05057798748547049,0.0
0.0,0.0,0.0,1.0,0.5351498106592104,0.0
0.0,0.0,1.0,0.0,0.026406884007388443,0.0
0.0,0.0,0.0,1.0,0.6857708640954782,0.0
0.0,0.0,0.0,0.9999999999999999,0.6620200180282025,0.0
0.0,1.0,0.0,0.0,0.8923502890501848,0.0
0.0,0.0,1.0,0.0,0.7134994380521954,0.0
0.0,0.0,0.0,1.0,0.08210404213632572,0.0
0.0,0.0,0.0,1.0,0.5107894159798049,0.0
0.0,0.0,0.0,1.0,0.4818455277195284,0.0
0.0,1.0,0.0,0.0,0.8754679116187536,0.0
0.9999999999999999,0.0,0.0,0.0,0.1392542678381209,0.0
0.0,1.0,0.0,0.0,0.9152602750879144,0.0
0.0,0.0,0.0,0.9999999999999999,0.6845445280195238,0.0
1.0,0.0,0.0,0.0,0.8974997219210378,0.0
1.0,0.0,0.0,0.0,0.27809912315804297,0.0
0.9999999999999999,0.0,0.0,0.0,0.6280408425315879,0.0
0.0,0.0,0.0,1.0,0.7604005227982089,0.0
0.0,1.0,0.0,0.0,0.5920672448193891,0.0
0.0,0.0,0.0,1.0,0.36270193992124466,0.0
1.0,0.0,0.0,0.0,0.4240698512065286,0.0
0.0,1.0,0.0,0.0,0.7422229141573549,0.0
1.0,0.0,0.0,0.0,0.231112783348132,0.0
0.0,0.0,1.0,0.0,0.37042224945522506,0.0
0.0,0.0,0.0,1.0,0.5763626115117807,0.0
1.0,0.0,0.0,0.0,0.21012773442123722,0.0
1.0,0.0,0.0,0.0,0.06037078578509025,0.0
1.0,0.0,0.0,0.0,0.8130403140889856,0.0
0.0,0.0,1.0,0.0,0.6276695566662949,0.0
0.0,0.0,1.0,0.0,0.09798441826565352,0.0
0.0,0.0,1.0,0.0,0.28562779356969914,0.0
0.0,1.0,0.0,0.0,0.3770338577188862,0.0
0.0,0.0,0.0,0.9999999999999999,0.13851620346589577,0.0
1.0,0.0,0.0,0.0,0.2652146301899889,0.0
0.0,1.0,0.0,0.0,0.3521791861724737,0.0
0.0,0.0,1.0,0.0,0.6505213582324922,0.0
0.0,1.0,0.0,0.0,0.321416464283115,0.0
0.0,0.0,0.0,1.0,0.5601137913724633,0.0
0.0,0.0,0.0,1.0,0.17956455151859463,0.0
0.0,0.0,1.0,0.0,0.04617133063251033,0.0
0.0,0.0,1.0,0.0,0.756456710703874,0.0
1.0,0.0,0.0,0.0,0.8017542964629916,0.0
0.0,1.0,0.0,0.0,0.35355116085401284,0.0
0.0,0.0,1.0,0.0,0.9525717370896066,0.0
0.0,1.0,0.0,0.0,0.10128832032794433,0.0
1.0,0.0,0.0,0.0,0.07184084242134459,0.0
0.0,0.0,0.0,1.0,0.5668890142133253,0.0
0.0,1.0,0.0,0.0,0.9145551913733615,0.0
0.0,1.0,0.0,0.0,0.7407893379136508,0.0
0.0,0.0,1.0,0.0,0.8955579134169335,0.0
0.0,0.0,1.0,0.0,0.15616859219771806,0.0
0.0,0.9999999999999999,0.0,0.0,0.4376736402006408,0.0
0.0,1.0,0.0,0.0,0.14726552679760574,0.0
0.0,0.0,0.0,1.0,0.25252487287156167,0.0
0.0,0.0,0.0,1.0,0.03789710271063729,0.0
0.0,0.0,0.0,1.0,0.14999859363441825,0.0
0.0,0.0,1.0,0.0,0.8493884199699472,0.0
0.0,0.0,0.0,1.0,0.5607001724561601,0.0
0.0,1.0,0.0,0.0,0.28878223802547964,0.0
0.0,1.0,0.0,0.0,0.17368068447040574,0.0
0.0,0.0,0.0,0.9999999999999999,0.5910775552925829,0.0
0.0,1.0,0.0,0.0,0.9676092916341097,0.0
0.0,1.0,0.0,0.0,0.8565862114631684,0.0
0.0,0.0,0.0,1.0,0.29721881253254245,0.0
0.0,1.0,0.0,0.0,0.628121314144973,0.0
0.0,0.0,0.0,1.0,0.9382305392872273,0.0
1.0,0.0,0.0,0.0,0.10986381427850711,0.0
0.0,1.0,0.0,0.0,0.5381281118239792,0.0
0.0,1.0,0.0,0.0,0.9690007387763576,0.0
0.0,0.0,0.0,0.9999999999999999,0.9626497299201326,0.0
1.0,0.0,0.0,0.0,0.07876163261479141,0.0
1.0,0.0,0.0,0.0,0.04849502842944886,0.0
0.9999999999999999,0.0,0.0,0.0,0.6313955204767191,0.0
1.0,0.0,0.0,0.0,0.5281450846458928,0.0
0.0,0.0,0.0,1.0,0.6247717995566605,0.0
0.0,1.0,0.0,0.0,0.4643924864611244,0.0
