α_1_re,α_2_re,α_3_re,α_4_re,α_5_re,α_6_re,α_7_re,α_8_re,α_9_re,s,N
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6220589192139361,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7460812385345451,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28448474404677626,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08372756914420731,0.0
0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0073232533376296205,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3411266426460754,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5096656775978285,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2508895112979973,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6646453389947721,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3879410025553731,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4358994593973089,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45370257696537186,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6237132902760659,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.48526025584477483,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38599896902199127,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.640058927723754,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5636000186318613,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5054249053622696,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.837697945311135,0.0
0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.23678616998115298,0.0
0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.4206100973182316,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8266622811828306,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6387013433024179,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7116606298005622,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773939318937515,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32392040900613883,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6469000944679283,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595097644911017,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05734020473185564,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5298227119255792,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8482147280365635,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3213537236774635,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.8487239281207682,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41842947531498786,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13458172421867443,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3210947260808651,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.40685172967894656,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7031914783559807,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.456909668935766,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4414303103556094,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511063957940743,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9899230538080976,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6894199463973726,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7010099976010029,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9400126187903441,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09327471314431834,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8486473017776661,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26716682536335434,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18627983464610687,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11160256347290065,0.0
0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.42806399091055825,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3407838691006889,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7673314070823586,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580790919671794,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7037293082615657,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.1072921157210226,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1875613486696437,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12187040832716034,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6515636975490876,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7561765855493312,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3540274084911619,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916572868761088,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875426767683717,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11868724449795376,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46298376236014493,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14474505411720362,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26984442437246536,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4765307876370235,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13972226664200416,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21332995399885202,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3049572979072436,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25030792097709254,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9981191566119691,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444753959282398,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8817787620295435,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6288778865429536,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28529090153409,0.0
0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6121137793851562,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8253537032246933,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709750146639493,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9710176381259145,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10269138497724462,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17017161966869043,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33427163770775126,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44254325868177247,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17141551361625995,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7656585202452348,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736446479858592,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38811112905881207,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09011689776205145,0.0
0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9171414497310661,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2314387036061072,0.0
0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3162147744652982,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.43197347004465647,0.0
0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17406637891643217,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9555033517658705,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18281197136641325,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.483419910623483,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14063877390449053,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8461869618299784,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6910535082640871,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7569064480663417,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9104431643764733,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0646810385438733,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9721779311994156,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22869955298094813,0.0
0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.44136599151123534,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3241964488480462,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7886007988996154,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9205711191927938,0.0
0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014453306620838546,0.0
0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.7121550973833494,0.0
0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5457451592780046,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46093861406292036,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5510081657006045,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11066069334276318,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7527069886874814,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22788678444610933,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9867118120868625,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8785139491393684,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4696504439374196,0.0
0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.5570626384262586,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003919570371177183,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7282681932767149,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43697723100351726,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9550811989832232,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12406533131928876,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.1602137338136217,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29411385371206433,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0804763573711943,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6540414086129086,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7524327057207428,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555553727032686,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6812674306671341,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4324666026045151,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8095569505376411,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3664523306148839,0.0
0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.2046872940144716,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7534340212363939,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22321255176439425,0.0
0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.03123225823034803,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8970330268540687,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13005621531500489,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.1255304256600125,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5715276101064359,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8991376469611004,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9309148123835077,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23081856971942127,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12128200239747278,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4844426372749281,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132210961508133,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.5497552283023506,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2266931458714444,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08832121365269063,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2078069911508279,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1405836617845444,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7668449845558394,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48596886827158503,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.7113313239390822,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5711175614235657,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14972933117524945,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645048918248964,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5031242203783949,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8202425128155681,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6463204265041758,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8304066386948005,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25659529153932104,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15926340941767936,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6784760668681102,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016468889079497284,0.0
0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.8724026692417028,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7959038865218315,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7125552754779803,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.8822879544306889,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6913200728620851,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08012294943578013,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22932531272332812,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9629415403046183,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10701406107629685,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4474553567703946,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6583726857137148,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3137827186840134,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7349795262400552,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5930895820281205,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16382740822020547,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8151105845654159,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.706631462062683,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14874409968506586,0.0
0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.8107490262029063,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.061514087851832655,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378802871598509,0.0
0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.11764409463727055,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4531744600661084,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9982785326018463,0.0
